CODVEICULO
06063
AC944
GA149
HA030
DN608
06036
MN404
AB304
09021
BC302
06058
BN605
HA258
HB301
08030
GB606
BC307
GA143
GA165
GN600
HA283
GC005
05049
AC019
KB600
06034
06024
KC001
JC305
EA197
00236
GB605
06057
09028
GC001
AC003
08023
05045
03060
KA602
01022
00174
GA153
05007
BA136
AC282
JC316
AA279
BB601
AB307
HA023
EA190
05042
00245
HN606
03031
AC941
AA287
07001
03021
05048
HA025
08032
GA142
BC912
07002
DR113
09050
00241
01029
MR106
09033
03037
JA850
07027
GA137
03026
00177
00185
00019
04001
00050
JC009
AC188
KB693
00186
EA021
DC085
HA007
KB699
00165
03010
05053
00057
HN403
09066
DA029
06045
00243
AB302
00059
09054
HA012
00040
DC089
JA017
05033
CC300
08057
DA020
09058
HB606
BN601
BA132
03055
GB602
00144
03056
06028
00179
09029
05021
08044
LB600
02029
03053
HA288
00187
CC302
08027
09063
08047
02026
HA280
BN408
GA164
LA851
03050
00235
HA015
HA293
03029
AC028
00138
JC011
GA601
00008
HN607
04020
08043
GN602
HA013
00168
03058
01026
05044
01023
04024
00035
06031
09011
GA173
BN411
00028
DR403
03008
EA191
EA077
05040
03013
BA140
JC010
HA027
09012
DC090
HA262
05058
DC091
BA122
06056
DA019
GC013
HA608
05062
HA299
HA020
01021
08055
GA126
AC932
09015
00004
08035
DN607
09027
06035
AC947
BA112
GC006
BN627
09060
LC017
DC084
08048
HA291
05018
05051
CB602
03047
MN402
MC851
00038
GA172
00148
00005
DN600
DR114
05056
DA016
MC307
EA184
03032
08054
GA180
LC019
MN609
AC013
00246
HA026
KA600
01024
GA167
HA297
00176
02108
06030
09016
06033
AC918
LC022
JC308
LA850
BA133
MA011
03039
JC855
EA303
EA073
09049
BB602
00190
AC284
DN603
JA006
03035
06001
HA005
GA179
AC015
BN629
03069
HA295
EA027
CA600
01001
JB603
EA205
00163
09065
00042
AC032
00072
DA022
AA013
08024
HN615
08037
09024
AB300
09035
00044
00197
MN605
06023
03004
AB301
DA012
GN606
09018
AC851
MN401
BN610
EA168
LB602
08020
GA155
BN406
JA004
00067
LC070
06061
EA181
09023
BA118
06002
03007
BA141
JC007
EA196
00056
AA011
LC026
00232
03023
GA157
HA289
05037
08063
DN400
00012
HA298
KB602
00066
06043
00033
BA130
AA015
AB602
BN402
06044
00996
00045
AC937
03012
06060
00064
JC306
00010
03034
AC280
AC005
07020
GA169
00242
EA192
BA602
06054
03057
AB308
BC311
AA020
HN617
00071
01019
LA005
07025
AC922
03022
GB603
DC088
00997
05034
JC307
LC020
JC001
JC003
03001
03068
04022
06047
00164
AA280
HA252
HA257
00022
08056
00030
03005
GA145
06051
DA014
00036
MN610
09048
03033
05068
03003
AC940
05050
EA208
05054
08028
GA600
BC002
05039
EA172
MA855
09069
04000
AA277
00021
09042
00017
05001
CC301
BC308
AA018
00150
03046
BN615
00029
DB022
00234
03048
03051
HA021
00011
AA017
AC942
00006
08031
BN628
AA030
GC016
JB302
09045
KB601
02084
08058
LA008
09031
00191
00069
LC013
JC014
06055
06053
LC011
LB300
05061
AA006
05318
MA013
GR126
HA028
HA001
05032
05059
09038
DC293
AC030
02035
JC005
GA147
09046
08061
AC014
00014
KB603
GA138
GA152
03030
AC022
JC860
03044
08039
08038
08033
GC003
00037
09064
00024
LC851
GA162
09010
MN400
05005
BB610
03040
MC300
00172
00999
06046
JA002
05024
JA001
09052
00145
AA019
09044
AC926
JC315
GC009
08046
00062
JB301
HA610
HA286
00058
MC080
00239
00060
00238
EA193
00015
HC301
03036
MN604
AC850
03045
GA174
JC004
HA285
CB603
06029
AA008
09039
HA284
00994
00055
LA012
05060
MB605
AC021
LA010
DC082
08041
05312
00043
CC195
AB306
04011
00237
00183
00178
AA010
04003
DR106
BC186
00039
09019
AC315
08045
08059
BN405
08060
03038
AA005
EA206
HA240
AC008
00051
BN612
BA120
GA158
JC301
AA035
EA195
05006
AC933
05031
GC002
CA001
CC191
09041
08062
EA187
EA074
04002
HA016
09047
05022
AC938
03042
HA265
DC093
00175
GA002
04010
06022
07021
09013
LA050
DR402
AC927
AC917
09053
DC852
05043
MC305
DA013
AC936
BC913
02027
06049
GC018
DA023
09003
00146
HA603
06000
00998
BC304
BC309
HN609
BC305
GA159
01000
02041
LA002
09056
EA175
GA154
03028
00001
09043
08036
BA117
EA189
03002
BA142
HA031
08042
08026
03043
09051
06041
GR124
05012
05041
09059
BN409
00023
06052
03041
09004
AC004
AC316
MN601
HC851
EA174
GA001
09026
09061
00065
06039
GA177
06048
AC313
BB606
00009
GR125
09017
KA605
00070
JA015
01025
BN622
08034
EA169
GA141
06062
05023
03014
CC197
GA144
00061
HA011
00048
02037
GA170
JB499
08040
EA173
GA140
DC292
05046
LB603
09025
09005
05008
CB699
EA170
BC001
GC004
AC939
AC929
EA188
AA007
HA017
M0004
DR401
00027
AC002
HA287
00016
06037
DC092
AC012
BA129
02030
AC935
00068
09014
08065
HA002
BN619
08022
03027
09062
05057
08025
00003
DR105
02040
00166
MA002
BN407
05002
00034
08029
EA177
AC928
00054
03049
MN606
DC853
GC015
02033
03052
00063
HB605
05047
HA022
JA007
AC948
AA021
HA290
00026
00049
DA032
BN410
03006
02083
00199
HN614
BB608
01028
AB603
AC024
09020
00990
HA019
M0003
00240
GA175
AC930
DR103
HC300
06004
06003
GB600
02034
EA075
JC866
00018
00031
DC851
GA181
AB604
09067
06025
DR408
09001
LC012
GB607
02036
05052
EA204
HA238
00013
09057
BA126
09068
03019
09040
09070
HN402
00189
00032
06059
09002
09055
06032
AC009
LC021
02025
06050
BC310
JA005
JA300
GA176
MC861
GN603
07029
BB604
GA156
LN007
LC029
DN604
EA076
00182
09022
DR102
HA008
AC931
AA025
02085
JC313
00025
00020
JA022
09037
00167
03009
LC852
JC858
07030
03054
00989
01018
BN624
00002
05055
MN607
AC281
