CODVEICULO
JC604
DN608
MN404
06063
HA030
AC944
AB304
06036
HA258
BN605
06058
BC302
09021
BC307
HB301
HN610
GN601
08030
00159
05049
LA009
AC019
GA165
HA283
GC005
06024
KB600
06034
EA197
KC001
06057
CC194
08023
GC001
AC003
09028
KA602
01022
05045
03060
00137
BA136
BN618
05007
GA160
16S45
JC316
EA179
HA602
AC282
BA600
KC498
BB601
JA851
AB307
05042
HA023
AC941
07001
HA025
03031
GA135
03021
05048
AA287
AA014
00245
BA604
AC301
08032
00241
HB601
09050
07002
BC912
DR113
DR400
HA014
MR106
01029
03037
09033
CB604
GA131
00195
07027
03026
00185
04001
AC597
DC086
00019
00050
AC188
JC009
00177
KB699
HA007
EA021
DC085
BN621
00186
00165
03010
HN403
05053
00057
AC317
DA300
BB600
09066
DA029
06045
00243
00059
DC295
09054
AB302
LC304
05033
08057
CC300
DC983
DC089
MB602
00040
HA012
09058
GC017
HN608
DA020
HN616
03055
BN601
00201
HB606
GB602
06028
03056
02029
05021
HA288
LB600
08044
03053
09029
00179
BA116
JC314
GA139
00187
08027
09063
AC189
08047
02026
BN408
JA601
HA280
GA171
LA851
03050
HR119
BB607
DR405
00235
03029
HA293
00008
JC011
BA138
HN607
08043
BN603
JA024
04020
HA013
GN602
00168
03058
01026
HN604
AB607
05044
04024
01023
00035
06031
GA173
09011
00028
BN607
03008
EA191
DR115
03013
JC864
05040
EA077
MA299
BA140
JC010
05058
DC090
JA021
09012
HA027
HA262
06056
DA019
DC091
01021
HA020
05062
GC013
HA608
HA299
08055
LC015
00004
AA009
09015
AC932
08035
09027
06035
AC947
BA121
09060
LC017
GC006
HA291
05018
08048
05051
LC028
03047
JB606
MC851
MN402
00038
EA185
AB498
LC014
GA172
00005
00148
BC497
JC302
DR114
BR409
AA027
EA211
DA016
05056
EA194
MC307
AA023
EA184
BN625
08054
GA180
03032
AC013
MN609
LC019
00246
GA167
HA026
HA297
01024
KA600
02108
06030
00139
00156
06033
09016
LC022
AC031
HR117
03039
DR104
BA133
JC308
MB604
MA011
JC855
EA073
AC284
09049
EA203
BB602
03035
HA005
GA179
06001
00244
BN629
EA026
HA295
CA600
AC015
EA027
03069
01001
EA205
EA202
JB603
00163
00042
09065
AC032
00072
DR116
DA022
09024
09035
08037
AA013
08024
HN615
AB300
00044
AB299
MN605
06023
GC007
00197
BN610
BN616
HA277
DA012
MN401
03004
09018
AB301
AC851
DC850
MN403
EA168
LB602
08020
BB605
00067
BN406
CC192
06061
EA181
GC295
06002
BA118
03007
09023
EA196
EA015
JC007
00232
AA011
03023
00056
GA157
08063
HA289
05037
00012
KB602
HA298
06043
MC306
00066
BA130
AA015
00033
AB602
06044
06060
BN611
AC937
03012
EA301
00045
06067
00064
GA128
03034
AC852
00010
JC306
AC280
LC016
EA167
GA169
07020
AC005
00242
03057
BA602
06054
AB308
01019
JA010
AA020
HA606
00071
HN617
07025
LA005
DR118
JC304
AC006
HA003
03022
DN019
HB602
GB603
JC001
05034
JC307
LC020
AA034
JC003
03001
04022
06027
03068
AA280
CB600
06047
00164
03005
AC017
08056
00030
HA257
AC925
00022
00233
00036
06051
DA014
EA210
GA145
MN610
09048
03033
05050
08028
EA208
05068
DN026
03003
AC940
GA600
05054
BC002
05039
GN607
05038
AB305
00200
00017
09069
JA009
AA277
05001
04000
09042
00021
CC171
AA018
CC301
HR120
BC308
03046
GB608
00029
BN615
00234
GA161
AA017
03051
00006
03048
GB601
AC311
HA279
HA021
00011
08031
AC018
HA281
BN628
GC008
GC016
AA030
09045
JB302
08058
HA004
09031
02084
LA008
KB601
00191
AA036
06055
JC014
00069
HR116
05318
LB300
05061
06053
MA013
LC011
05059
05032
HA028
HA001
09038
02035
MC302
JC005
AC030
06066
GA147
GA150
09046
08061
JA018
DN602
AC014
BN617
00014
JC860
GA138
GA152
03030
KB603
HB603
AC022
03044
GC003
08033
08039
08038
LA007
BB603
00037
09064
00024
HA296
LC851
HA600
BC188
09010
BB610
MN400
05005
03040
00202
00046
MC301
MC300
00172
00145
AA031
06046
GA003
05024
09052
AA019
DC855
AC926
08046
GC009
00062
09044
JA003
00171
AC945
HA614
JC002
00058
JC303
MN600
HA286
MC080
00060
00238
00239
JC863
EA193
00015
03036
HC301
00196
JA023
MN604
AC850
03045
00188
06029
CB603
AA008
09039
HA284
00994
00055
05060
LA012
DC082
LA010
08041
AN997
MB605
00178
04011
00043
05312
BB609
00183
AB306
CC195
00237
00136
JC310
09019
HA276
DR106
04003
00039
AA010
AC315
AC027
08045
MA004
08059
LC072
03038
HB300
AA005
08060
BN620
AC008
KA693
CA601
00051
BA120
HA282
05006
GA158
EA195
AA035
JC301
00184
GC002
05031
BN602
HA006
AC933
KB605
09041
CC191
CA001
EA187
EA074
08062
JB602
JC852
05022
HA016
09047
AC938
04002
00175
03042
JA027
DC093
04010
GA002
06022
DA033
MC303
AC319
09013
